taxonomic_genus_species	Habitat	Migration	Trophic.Level	Trophic.Niche	Primary.Lifestyle
Pteronetta hartlaubii	Wetland	2	Carnivore	Aquatic predator	Generalist
Salvadorina waigiuensis	Riverine	1	Carnivore	Aquatic predator	Aquatic
Sarkidiornis melanotos	Wetland	1	Herbivore	Herbivore aquatic	Generalist
Somateria fischeri	Coastal	2	Carnivore	Aquatic predator	Aquatic
Somateria mollissima	Marine	2	Carnivore	Aquatic predator	Aquatic
Somateria spectabilis	Marine	3	Carnivore	Aquatic predator	Aquatic
Speculanas specularis	Riverine	1	Herbivore	Herbivore aquatic	Generalist
Stictonetta naevosa	Wetland	2	Herbivore	Herbivore aquatic	Generalist
Tachyeres brachypterus	Marine	2	Carnivore	Aquatic predator	Aquatic
Tachyeres leucocephalus	Coastal	2	Carnivore	Aquatic predator	Aquatic
Tachyeres patachonicus	Marine	2	Carnivore	Aquatic predator	Aquatic
Tachyeres pteneres	Marine	2	Carnivore	Aquatic predator	Aquatic
Tadorna cana	Wetland	2	Herbivore	Omnivore	Terrestrial
Tadorna ferruginea	Wetland	2	Omnivore	Omnivore	Terrestrial
Tadorna radjah	Coastal	2	Carnivore	Aquatic predator	Terrestrial
Tadorna tadorna	Coastal	2	Carnivore	Aquatic predator	Generalist
Tadorna tadornoides	Wetland	2	Omnivore	Omnivore	Terrestrial
Tadorna variegata	Grassland	2	Herbivore	Omnivore	Terrestrial
Thalassornis leuconotus	Wetland	1	Herbivore	Herbivore aquatic	Aquatic
Anhima cornuta	Wetland	1	Herbivore	Herbivore aquatic	Terrestrial
Chauna chavaria	Wetland	1	Herbivore	Herbivore aquatic	Terrestrial
Chauna torquata	Wetland	1	Herbivore	Herbivore aquatic	Terrestrial
Anseranas semipalmata	Wetland	2	Herbivore	Omnivore	Terrestrial
Aegotheles albertisi	Forest	1	Carnivore	Invertivore	Insessorial
Aegotheles archboldi	Forest	1	Carnivore	Invertivore	Insessorial
Aegotheles bennettii	Forest	1	Carnivore	Invertivore	Insessorial
Aegotheles crinifrons	Forest	1	Carnivore	Invertivore	Insessorial
Aegotheles cristatus	Woodland	1	Carnivore	Invertivore	Insessorial
Aegotheles insignis	Forest	1	Carnivore	Invertivore	Insessorial
Aegotheles savesi	Forest	NA	Carnivore	Invertivore	Insessorial
Aegotheles tatei	Forest	1	Carnivore	Invertivore	Insessorial
Aegotheles wallacii	Forest	1	Carnivore	Invertivore	Insessorial
Aeronautes andecolus	Shrubland	1	Carnivore	Invertivore	Aerial
Aeronautes montivagus	Forest	1	Carnivore	Invertivore	Aerial
Aeronautes saxatalis	Rock	1	Carnivore	Invertivore	Aerial
Apus acuticauda	Forest	3	Carnivore	Invertivore	Aerial
Apus affinis	Human Modified	3	Carnivore	Invertivore	Aerial
Apus alexandri	Rock	NA	Carnivore	Invertivore	Aerial
Apus apus	Human Modified	3	Carnivore	Invertivore	Aerial
Apus balstoni	Rock	2	Carnivore	Invertivore	Aerial
Apus barbatus	Rock	2	Carnivore	Invertivore	Aerial
Apus batesi	Forest	2	Carnivore	Invertivore	Aerial
Apus berliozi	Rock	NA	Carnivore	Invertivore	Aerial
Apus bradfieldi	Desert	2	Carnivore	Invertivore	Aerial
Apus caffer	Shrubland	3	Carnivore	Invertivore	Aerial
Apus horus	Shrubland	2	Carnivore	Invertivore	Aerial
Apus niansae	Rock	2	Carnivore	Invertivore	Aerial
Apus nipalensis	Human Modified	3	Carnivore	Invertivore	Aerial
Apus pacificus	Woodland	2	Carnivore	Invertivore	Aerial
Apus pallidus	Rock	3	Carnivore	Invertivore	Aerial
Apus sladeniae	Rock	NA	Carnivore	Invertivore	Aerial
Apus toulsoni	Shrubland	2	Carnivore	Invertivore	Aerial
Apus unicolor	Rock	2	Carnivore	Invertivore	Aerial
Chaetura brachyura	Human Modified	1	Carnivore	Invertivore	Aerial
Chaetura chapmani	Forest	2	Carnivore	Invertivore	Aerial
Chaetura cinereiventris	Forest	1	Carnivore	Invertivore	Aerial
Chaetura egregia	Forest	1	Carnivore	Invertivore	Aerial
Chaetura fumosa	Forest	1	Carnivore	Invertivore	Aerial
Chaetura martinica	Forest	1	Carnivore	Invertivore	Aerial
Chaetura meridionalis	Forest	3	Carnivore	Invertivore	Aerial
Chaetura pelagica	Human Modified	3	Carnivore	Invertivore	Aerial
Chaetura spinicaudus	Forest	1	Carnivore	Invertivore	Aerial
Chaetura vauxi	Forest	3	Carnivore	Invertivore	Aerial
Chaetura viridipennis	Forest	2	Carnivore	Invertivore	Aerial
Collocalia amelis	Forest	1	Carnivore	Invertivore	Aerial
Collocalia bartschi	Forest	1	Carnivore	Invertivore	Aerial
Collocalia brevirostris	Rock	1	Carnivore	Invertivore	Aerial
Collocalia elaphra	Forest	1	Carnivore	Invertivore	Aerial
Collocalia esculenta	Forest	1	Carnivore	Invertivore	Aerial
Collocalia francica	Forest	1	Carnivore	Invertivore	Aerial
Collocalia fuciphaga	Forest	1	Carnivore	Invertivore	Aerial
Collocalia germani	Forest	1	Carnivore	Invertivore	Aerial
Collocalia hirundinacea	Forest	1	Carnivore	Invertivore	Aerial
Collocalia infuscata	Forest	1	Carnivore	Invertivore	Aerial
Collocalia inquieta	Forest	1	Carnivore	Invertivore	Aerial
Collocalia leucophaea	Forest	1	Carnivore	Invertivore	Aerial
Collocalia linchi	Forest	1	Carnivore	Invertivore	Aerial
Collocalia maxima	Forest	1	Carnivore	Invertivore	Aerial
Collocalia mearnsi	Forest	1	Carnivore	Invertivore	Aerial
Collocalia nuditarsus	Forest	1	Carnivore	Invertivore	Aerial
Collocalia ocista	Forest	1	Carnivore	Invertivore	Aerial
Collocalia orientalis	Forest	1	Carnivore	Invertivore	Aerial
Collocalia palawanensis	Forest	1	Carnivore	Invertivore	Aerial
Collocalia papuensis	Rock	1	Carnivore	Invertivore	Aerial
Collocalia pelewensis	Forest	1	Carnivore	Invertivore	Aerial
Collocalia rogersi	Rock	1	Carnivore	Invertivore	Aerial
Collocalia salangana	Rock	1	Carnivore	Invertivore	Aerial
Collocalia sawtelli	Forest	1	Carnivore	Invertivore	Aerial
Collocalia spodiopygia	Forest	1	Carnivore	Invertivore	Aerial
Collocalia terraereginae	Grassland	1	Carnivore	Invertivore	Aerial
Collocalia troglodytes	Forest	1	Carnivore	Invertivore	Aerial
Collocalia unicolor	Rock	1	Carnivore	Invertivore	Aerial
Collocalia vanikorensis	Forest	1	Carnivore	Invertivore	Aerial
Collocalia vulcanorum	Rock	1	Carnivore	Invertivore	Aerial
Collocalia whiteheadi	Forest	1	Carnivore	Invertivore	Aerial
Cypseloides cherriei	Forest	1	Carnivore	Invertivore	Aerial
Cypseloides cryptus	Forest	1	Carnivore	Invertivore	Aerial
Cypseloides fumigatus	Forest	3	Carnivore	Invertivore	Aerial
Cypseloides lemosi	Human Modified	1	Carnivore	Invertivore	Aerial
Cypseloides niger	Forest	2	Carnivore	Invertivore	Aerial
Cypseloides rothschildi	Forest	1	Carnivore	Invertivore	Aerial
Cypseloides senex	Forest	1	Carnivore	Invertivore	Aerial
Cypseloides storeri	Forest	1	Carnivore	Invertivore	Aerial
Cypsiurus balasiensis	Human Modified	1	Carnivore	Invertivore	Aerial
Cypsiurus parvus	Shrubland	1	Carnivore	Invertivore	Aerial
Hirundapus caudacutus	Woodland	3	Carnivore	Invertivore	Aerial
Hirundapus celebensis	Forest	1	Carnivore	Invertivore	Aerial
Hirundapus cochinchinensis	Forest	3	Carnivore	Invertivore	Aerial
Hirundapus giganteus	Forest	3	Carnivore	Invertivore	Aerial
Hydrochous gigas	Riverine	1	Carnivore	Invertivore	Aerial
Mearnsia novaeguineae	Forest	1	Carnivore	Invertivore	Aerial
Mearnsia picina	Forest	1	Carnivore	Invertivore	Aerial
Neafrapus boehmi	Woodland	2	Carnivore	Invertivore	Aerial
Neafrapus cassini	Forest	2	Carnivore	Invertivore	Aerial
Panyptila cayennensis	Forest	1	Carnivore	Invertivore	Aerial
Panyptila sanctihieronymi	Forest	1	Carnivore	Invertivore	Aerial
Rhaphidura leucopygialis	Forest	1	Carnivore	Invertivore	Aerial
Rhaphidura sabini	Forest	1	Carnivore	Invertivore	Aerial
Schoutedenapus myoptilus	Forest	2	Carnivore	Invertivore	Aerial
Schoutedenapus schoutedeni	Forest	2	Carnivore	Invertivore	Aerial
Streptoprocne biscutata	Forest	2	Carnivore	Invertivore	Aerial
Streptoprocne phelpsi	Forest	2	Carnivore	Invertivore	Aerial
Streptoprocne rutila	Forest	2	Carnivore	Invertivore	Aerial
Streptoprocne semicollaris	Forest	2	Carnivore	Invertivore	Aerial
Streptoprocne zonaris	Forest	2	Carnivore	Invertivore	Aerial
Tachornis furcata	Forest	1	Carnivore	Invertivore	Aerial
Tachornis phoenicobia	Grassland	1	Carnivore	Invertivore	Aerial
Tachornis squamata	Woodland	1	Carnivore	Invertivore	Aerial
Tachymarptis aequatorialis	Shrubland	2	Carnivore	Invertivore	Aerial
Tachymarptis melba	Rock	3	Carnivore	Invertivore	Aerial
Telacanthura melanopygia	Forest	1	Carnivore	Invertivore	Aerial
Telacanthura ussheri	Woodland	1	Carnivore	Invertivore	Aerial
Zoonavena grandidieri	Forest	1	Carnivore	Invertivore	Aerial
Zoonavena sylvatica	Forest	1	Carnivore	Invertivore	Aerial
Zoonavena thomensis	Forest	1	Carnivore	Invertivore	Aerial
Hemiprocne comata	Forest	1	Carnivore	Invertivore	Insessorial
Hemiprocne coronata	Woodland	1	Carnivore	Invertivore	Aerial
Hemiprocne longipennis	Forest	1	Carnivore	Invertivore	Aerial
Hemiprocne mystacea	Woodland	1	Carnivore	Invertivore	Aerial
Abeillia abeillei	Forest	1	Herbivore	Nectarivore	Aerial
Adelomyia melanogenys	Forest	1	Herbivore	Nectarivore	Aerial
Aglaeactis aliciae	Shrubland	1	Herbivore	Nectarivore	Aerial
Aglaeactis castelnaudii	Shrubland	1	Herbivore	Nectarivore	Aerial
Aglaeactis cupripennis	Shrubland	1	Herbivore	Nectarivore	Aerial
Aglaeactis pamela	Shrubland	1	Herbivore	Nectarivore	Aerial
Aglaiocercus berlepschi	Forest	1	Herbivore	Nectarivore	Aerial
Aglaiocercus coelestis	Forest	1	Herbivore	Nectarivore	Aerial
Aglaiocercus kingi	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia amabilis	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia amazilia	Shrubland	1	Herbivore	Nectarivore	Aerial
Amazilia beryllina	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia boucardi	Shrubland	1	Herbivore	Nectarivore	Aerial
Amazilia brevirostris	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia candida	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia castaneiventris	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia chionogaster	Shrubland	1	Herbivore	Nectarivore	Aerial
Amazilia cyanifrons	Woodland	1	Herbivore	Nectarivore	Aerial
Amazilia cyanocephala	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia cyanura	Woodland	1	Herbivore	Nectarivore	Aerial
Amazilia decora	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia edward	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia fimbriata	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia franciae	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia lactea	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia leucogaster	Woodland	1	Herbivore	Nectarivore	Aerial
Amazilia luciae	Shrubland	1	Herbivore	Nectarivore	Aerial
Amazilia rosenbergi	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia rutila	Woodland	1	Herbivore	Nectarivore	Aerial
Amazilia saucerrottei	Shrubland	1	Herbivore	Nectarivore	Aerial
Amazilia tobaci	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia tzacatl	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia versicolor	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia violiceps	Shrubland	1	Herbivore	Nectarivore	Aerial
Amazilia viridicauda	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia viridifrons	Woodland	1	Herbivore	Nectarivore	Aerial
Amazilia viridigaster	Forest	1	Herbivore	Nectarivore	Aerial
Amazilia yucatanensis	Woodland	1	Herbivore	Nectarivore	Aerial
Androdon aequatorialis	Forest	1	Herbivore	Nectarivore	Aerial
Anopetia gounellei	Shrubland	1	Herbivore	Nectarivore	Aerial
Anthocephala floriceps	Forest	1	Herbivore	Nectarivore	Aerial
Anthracothorax dominicus	Shrubland	1	Herbivore	Nectarivore	Aerial
Anthracothorax mango	Forest	1	Herbivore	Nectarivore	Aerial
Anthracothorax nigricollis	Shrubland	1	Herbivore	Nectarivore	Aerial
Anthracothorax prevostii	Shrubland	1	Herbivore	Nectarivore	Aerial
Anthracothorax veraguensis	Shrubland	1	Herbivore	Nectarivore	Aerial
Anthracothorax viridigula	Woodland	1	Herbivore	Nectarivore	Aerial
Anthracothorax viridis	Forest	1	Herbivore	Nectarivore	Aerial
Aphantochroa cirrochloris	Forest	1	Herbivore	Nectarivore	Aerial
Archilochus alexandri	Forest	3	Herbivore	Nectarivore	Aerial
Archilochus colubris	Woodland	3	Omnivore	Nectarivore	Generalist
Atthis ellioti	Forest	1	Herbivore	Nectarivore	Aerial
Atthis heloisa	Forest	2	Herbivore	Nectarivore	Aerial
Augastes lumachella	Shrubland	1	Herbivore	Nectarivore	Aerial
Augastes scutatus	Shrubland	1	Herbivore	Nectarivore	Aerial
Avocettula recurvirostris	Forest	1	Herbivore	Nectarivore	Aerial
Boissonneaua flavescens	Forest	1	Herbivore	Nectarivore	Insessorial
Boissonneaua jardini	Forest	1	Herbivore	Nectarivore	Aerial
Boissonneaua matthewsii	Forest	1	Herbivore	Nectarivore	Aerial
Calliphlox amethystina	Forest	1	Herbivore	Nectarivore	Aerial
Calliphlox bryantae	Forest	1	Herbivore	Nectarivore	Aerial
Calliphlox evelynae	Human Modified	1	Herbivore	Nectarivore	Aerial
Calliphlox mitchellii	Forest	1	Herbivore	Nectarivore	Aerial
Calothorax lucifer	Shrubland	1	Herbivore	Nectarivore	Aerial
Calothorax pulcher	Shrubland	1	Herbivore	Nectarivore	Aerial
Calypte anna	Woodland	2	Herbivore	Nectarivore	Aerial
Calypte costae	Shrubland	3	Herbivore	Nectarivore	Aerial
Campylopterus curvipennis	Forest	1	Herbivore	Nectarivore	Aerial
Campylopterus duidae	Forest	1	Herbivore	Nectarivore	Aerial
Campylopterus ensipennis	Forest	1	Herbivore	Nectarivore	Aerial
Campylopterus excellens	Forest	1	Herbivore	Nectarivore	Aerial
Campylopterus falcatus	Forest	1	Herbivore	Nectarivore	Aerial
Campylopterus hemileucurus	Forest	1	Herbivore	Nectarivore	Aerial
Campylopterus hyperythrus	Forest	1	Herbivore	Nectarivore	Aerial
Campylopterus largipennis	Forest	1	Herbivore	Nectarivore	Aerial
Campylopterus phainopeplus	Grassland	1	Herbivore	Nectarivore	Aerial
Campylopterus rufus	Forest	1	Herbivore	Nectarivore	Aerial
Campylopterus villaviscensio	Forest	1	Herbivore	Nectarivore	Aerial
Chaetocercus astreans	Forest	1	Herbivore	Nectarivore	Aerial
Chaetocercus berlepschi	Forest	1	Herbivore	Nectarivore	Aerial
Chaetocercus bombus	Forest	1	Herbivore	Nectarivore	Aerial
Chaetocercus heliodor	Forest	1	Herbivore	Nectarivore	Aerial
Chaetocercus jourdanii	Shrubland	1	Herbivore	Nectarivore	Aerial
Chaetocercus mulsant	Forest	1	Herbivore	Nectarivore	Aerial
Chalcostigma herrani	Grassland	1	Herbivore	Nectarivore	Aerial
Chalcostigma heteropogon	Grassland	1	Herbivore	Nectarivore	Aerial
Chalcostigma olivaceum	Grassland	1	Herbivore	Nectarivore	Aerial
Chalcostigma ruficeps	Forest	1	Herbivore	Nectarivore	Aerial
Chalcostigma stanleyi	Grassland	1	Herbivore	Nectarivore	Aerial
Chalybura buffonii	Forest	1	Herbivore	Nectarivore	Aerial
Chalybura urochrysia	Forest	1	Herbivore	Nectarivore	Aerial
Chlorestes notata	Forest	1	Herbivore	Nectarivore	Aerial
Chlorostilbon alice	Forest	2	Herbivore	Nectarivore	Aerial
Chlorostilbon assimilis	Forest	1	Herbivore	Nectarivore	Aerial
Chlorostilbon auriceps	Shrubland	1	Herbivore	Nectarivore	Aerial
Chlorostilbon canivetii	Forest	1	Herbivore	Nectarivore	Aerial
Chlorostilbon forficatus	Forest	1	Herbivore	Nectarivore	Aerial
Chlorostilbon gibsoni	Woodland	2	Herbivore	Nectarivore	Aerial
Chlorostilbon lucidus	Shrubland	2	Herbivore	Nectarivore	Aerial
Chlorostilbon maugaeus	Forest	1	Herbivore	Nectarivore	Aerial
Chlorostilbon melanorhynchus	Forest	2	Herbivore	Nectarivore	Aerial
Chlorostilbon mellisugus	Forest	2	Herbivore	Nectarivore	Aerial
Chlorostilbon olivaresi	Shrubland	1	Herbivore	Nectarivore	Aerial
Chlorostilbon poortmani	Forest	2	Herbivore	Nectarivore	Aerial
Chlorostilbon ricordii	Forest	1	Herbivore	Nectarivore	Aerial
Chlorostilbon russatus	Forest	1	Herbivore	Nectarivore	Aerial
Chlorostilbon stenurus	Forest	1	Herbivore	Nectarivore	Aerial
Chlorostilbon swainsonii	Forest	1	Herbivore	Nectarivore	Aerial
Chrysolampis mosquitus	Forest	3	Herbivore	Nectarivore	Aerial
Chrysuronia oenone	Forest	1	Herbivore	Nectarivore	Aerial
Clytolaema rubricauda	Forest	1	Herbivore	Nectarivore	Aerial
Coeligena bonapartei	Forest	1	Herbivore	Nectarivore	Aerial
Coeligena coeligena	Forest	1	Herbivore	Nectarivore	Aerial
Coeligena helianthea	Forest	1	Herbivore	Nectarivore	Aerial
Coeligena iris	Forest	1	Herbivore	Nectarivore	Aerial
Coeligena lutetiae	Forest	1	Herbivore	Nectarivore	Aerial
Coeligena orina	Forest	1	Herbivore	Nectarivore	Aerial
Coeligena phalerata	Forest	1	Herbivore	Nectarivore	Aerial
Coeligena prunellei	Forest	1	Herbivore	Nectarivore	Aerial
Coeligena torquata	Forest	1	Herbivore	Nectarivore	Aerial
Coeligena violifer	Forest	1	Herbivore	Nectarivore	Aerial
Coeligena wilsoni	Forest	1	Herbivore	Nectarivore	Aerial
Colibri coruscans	Human Modified	1	Herbivore	Nectarivore	Aerial
Colibri delphinae	Forest	1	Herbivore	Nectarivore	Aerial
Colibri serrirostris	Shrubland	1	Herbivore	Nectarivore	Aerial
Colibri thalassinus	Forest	1	Herbivore	Nectarivore	Aerial
Cyanophaia bicolor	Forest	1	Herbivore	Nectarivore	Aerial
Cynanthus latirostris	Woodland	1	Herbivore	Nectarivore	Aerial
Cynanthus sordidus	Shrubland	1	Herbivore	Nectarivore	Aerial
Damophila julie	Forest	1	Herbivore	Nectarivore	Aerial
Discosura conversii	Forest	1	Herbivore	Nectarivore	Aerial
Discosura langsdorffi	Forest	1	Herbivore	Nectarivore	Aerial
Discosura letitiae	Forest	1	Herbivore	Nectarivore	Aerial
Discosura longicaudus	Forest	1	Herbivore	Nectarivore	Aerial
Discosura popelairii	Forest	1	Herbivore	Nectarivore	Aerial
Doricha eliza	Shrubland	1	Herbivore	Nectarivore	Aerial
Doricha enicura	Woodland	1	Herbivore	Nectarivore	Aerial
Doryfera johannae	Forest	1	Herbivore	Nectarivore	Aerial
Doryfera ludovicae	Forest	1	Herbivore	Nectarivore	Aerial
Elvira chionura	Forest	1	Herbivore	Nectarivore	Aerial
Elvira cupreiceps	Forest	1	Herbivore	Nectarivore	Aerial
Ensifera ensifera	Forest	1	Herbivore	Nectarivore	Aerial
Eriocnemis alinae	Forest	1	Herbivore	Nectarivore	Aerial
Eriocnemis cupreoventris	Forest	1	Herbivore	Nectarivore	Aerial
Eriocnemis derbyi	Forest	1	Herbivore	Nectarivore	Aerial
Eriocnemis glaucopoides	Human Modified	1	Herbivore	Nectarivore	Aerial
Eriocnemis godini	Forest	1	Herbivore	Nectarivore	Aerial
Eriocnemis isabellae	Forest	1	Herbivore	Nectarivore	Aerial
Eriocnemis luciani	Forest	1	Herbivore	Nectarivore	Aerial
Eriocnemis mirabilis	Forest	1	Herbivore	Nectarivore	Aerial
Eriocnemis mosquera	Forest	1	Herbivore	Nectarivore	Aerial
Eriocnemis nigrivestis	Forest	1	Herbivore	Nectarivore	Aerial
Eriocnemis vestita	Forest	1	Herbivore	Nectarivore	Aerial
Eugenes fulgens	Forest	2	Herbivore	Nectarivore	Aerial
Eulampis holosericeus	Human Modified	1	Herbivore	Nectarivore	Aerial
Eulampis jugularis	Forest	1	Herbivore	Nectarivore	Aerial
Eulidia yarrellii	Shrubland	1	Herbivore	Nectarivore	Aerial
Eupetomena macroura	Shrubland	1	Herbivore	Nectarivore	Aerial
Eupherusa cyanophrys	Forest	1	Herbivore	Nectarivore	Aerial
Eupherusa eximia	Forest	1	Herbivore	Nectarivore	Aerial
Eupherusa nigriventris	Forest	1	Herbivore	Nectarivore	Aerial
Eupherusa poliocerca	Forest	1	Herbivore	Nectarivore	Aerial
Eutoxeres aquila	Forest	1	Herbivore	Nectarivore	Insessorial
Eutoxeres condamini	Forest	1	Herbivore	Nectarivore	Insessorial
Florisuga fusca	Forest	1	Herbivore	Nectarivore	Aerial
Florisuga mellivora	Forest	1	Herbivore	Nectarivore	Aerial
Glaucis aeneus	Forest	1	Herbivore	Nectarivore	Aerial
Glaucis dohrnii	Forest	1	Herbivore	Nectarivore	Aerial
Glaucis hirsutus	Forest	1	Herbivore	Nectarivore	Aerial
Goethalsia bella	Forest	1	Herbivore	Nectarivore	Aerial
Goldmania violiceps	Forest	1	Herbivore	Nectarivore	Aerial
Haplophaedia assimilis	Forest	1	Herbivore	Nectarivore	Aerial
Haplophaedia aureliae	Forest	1	Herbivore	Nectarivore	Aerial
Haplophaedia lugens	Forest	1	Herbivore	Nectarivore	Aerial
Heliactin bilophus	Woodland	1	Herbivore	Nectarivore	Aerial
Heliangelus amethysticollis	Forest	1	Herbivore	Nectarivore	Generalist
Heliangelus exortis	Forest	1	Herbivore	Nectarivore	Insessorial
Heliangelus mavors	Forest	1	Herbivore	Nectarivore	Aerial
Heliangelus micraster	Forest	1	Herbivore	Nectarivore	Aerial
Heliangelus regalis	Forest	1	Herbivore	Nectarivore	Aerial
Heliangelus strophianus	Forest	1	Herbivore	Nectarivore	Aerial
Heliangelus viola	Forest	1	Herbivore	Nectarivore	Aerial
Heliodoxa aurescens	Forest	1	Herbivore	Nectarivore	Aerial
Heliodoxa branickii	Forest	1	Herbivore	Nectarivore	Aerial
Heliodoxa gularis	Forest	1	Herbivore	Nectarivore	Aerial
Heliodoxa imperatrix	Forest	1	Herbivore	Nectarivore	Insessorial
Heliodoxa jacula	Forest	1	Herbivore	Nectarivore	Aerial
Heliodoxa leadbeateri	Forest	1	Herbivore	Nectarivore	Aerial
Heliodoxa rubinoides	Forest	1	Herbivore	Nectarivore	Aerial
Heliodoxa schreibersii	Forest	1	Herbivore	Nectarivore	Aerial
Heliodoxa xanthogonys	Forest	1	Herbivore	Nectarivore	Aerial
Heliomaster constantii	Woodland	1	Herbivore	Nectarivore	Aerial
Heliomaster furcifer	Forest	1	Herbivore	Nectarivore	Aerial
Heliomaster longirostris	Forest	1	Herbivore	Nectarivore	Aerial
Heliomaster squamosus	Forest	1	Herbivore	Nectarivore	Aerial
Heliothryx auritus	Forest	1	Herbivore	Nectarivore	Aerial
Heliothryx barroti	Forest	1	Herbivore	Nectarivore	Aerial
Hylocharis chrysura	Forest	1	Herbivore	Nectarivore	Aerial
