Province,Common Name,Scientific Name,Animal Class,Bird Group,Collection Date,Status,Result,Strain,Lineage,Result Authorised Date,CCSNAME
Alberta,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/6/24,NA,Confirmed,H5N1,Unknown,2/24/25,Leduc County
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,11/7/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Columbia-Shuswap E
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/7/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Fraser Valley G
Alberta,Striped Skunk,Mephitis mephitis,Mammal,,11/7/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/27/25,Foothills County
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/8/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Surrey
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,11/8/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Surrey
Alberta,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/8/24,NA,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Lac Ste. Anne County
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,11/8/24,NA,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Sturgeon County
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/8/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Metro Vancouver A
Nova Scotia,Great Black-Backed Gull,Larus marinus,Avian,Seabird,11/8/24,Dead,Confirmed,H5N5,Fully Eurasian,12/11/24,Clare
British Columbia,Glaucous-winged Gull,Larus glaucescens,Avian,Seabird,11/8/24,Euthanized,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Juan de Fuca (Part 2)
British Columbia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,11/9/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,qathet A
British Columbia,American Crow,Corvus brachyrhynchos,Avian,Corvid,11/9/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Metro Vancouver A
British Columbia,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/10/24,Harvest,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Richmond
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,11/10/24,NA,Confirmed,H5N1,Reassortment EU&NA,6/25/25,Rocky View County
British Columbia,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/11/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Burnaby
British Columbia,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/11/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Delta
British Columbia,White-Winged Scoter,Melanitta deglandi,Avian,Waterfowl,11/11/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Delta
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,11/11/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Leduc County
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,11/11/24,NA,Confirmed,H5N1,Reassortment EU&NA,6/25/25,Calgary
Alberta,Striped Skunk,Mephitis mephitis,Mammal,,11/11/24,NA,Confirmed,H5N1,Reassortment EU&NA,3/27/25,Foothills County
Alberta,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/12/24,NA,Confirmed,H5N1,Reassortment EU&NA,2/25/25,Westlock County
Alberta,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/12/24,NA,Confirmed,H5N1,Reassortment EU&NA,2/25/25,Edmonton
Alberta,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/12/24,Dead,Confirmed,H5N1,Fully Eurasian,2/24/25,Edmonton
Nova Scotia,Herring Gull,Larus argentatus,Avian,Seabird,11/12/24,Dead,Confirmed,H5N5,Fully Eurasian,2/17/25,Halifax
British Columbia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,11/12/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Delta
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,11/13/24,Euthanized,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Saanich
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/13/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Abbotsford
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/13/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Fraser Valley D
Saskatchewan,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/13/24,Dead,Confirmed,H5N1,Reassortment EU&NA,1/20/25,Corman Park No. 344
British Columbia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,11/13/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Langley
British Columbia,Common Goldeneye,Bucephala clangula,Avian,Waterfowl,11/15/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Metro Vancouver A
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/15/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Langley
Newfoundland and Labrador,Herring Gull,Larus argentatus,Avian,Seabird,11/15/24,Dead,Confirmed,H5N5 ,Fully Eurasian,11/28/24,St. John's
Newfoundland and Labrador,Black-Legged Kittiwake,Rissa tridactyla,Avian,Seabird,11/15/24,Dead,Confirmed,H5N5 ,Fully Eurasian,11/28/24,St. John's
British Columbia,Glaucous-winged Gull,Larus glaucescens,Avian,Seabird,11/17/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Delta
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/17/24,Euthanized,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Cowichan Valley F
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/17/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Abbotsford
Saskatchewan,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/17/24,Harvest,Confirmed,H5N1,Reassortment EU&NA,2/12/25,Rosedale No. 283
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/18/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Central Saanich
Saskatchewan,Canada Goose,Branta canadensis,Avian,Waterfowl,11/19/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Saskatoon
British Columbia,Glaucous-winged Gull,Larus glaucescens,Avian,Seabird,11/19/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Delta
British Columbia,Glaucous-winged Gull,Larus glaucescens,Avian,Seabird,11/19/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Delta
British Columbia,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/19/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Abbotsford
Prince Edward Island,Herring Gull,Larus argentatus,Avian,Seabird,11/19/24,Dead,Confirmed,H5N5,Fully Eurasian,12/11/24,Wellington
British Columbia,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/19/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Abbotsford
British Columbia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,11/20/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Surrey
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,11/21/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,qathet C
Nova Scotia,Great Black-Backed Gull,Larus marinus,Avian,Seabird,11/25/24,Dead,Confirmed,H5N5,Fully Eurasian,2/17/25,Halifax
Newfoundland and Labrador,Black-Legged Kittiwake,Rissa tridactyla,Avian,Seabird,11/26/24,Dead,Confirmed,H5N5,Fully Eurasian,1/20/25,St. John's
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/26/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Abbotsford
British Columbia,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/26/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Richmond
British Columbia,Glaucous-winged Gull,Larus glaucescens,Avian,Seabird,11/26/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Kitimat-Stikine C (Part 1)
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,11/26/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Langley
Prince Edward Island,Red Fox,Vulpes vulpes,Mammal,,11/26/24,Dead,Confirmed,H5N5,Fully Eurasian,12/17/24,Malpeque Bay
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Ontario,Northern Pintail,Anas acuta,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,12/24/24,Chatham-Kent
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Alberta,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,11/27/24,Dead,Confirmed,H5N1,Reassortment EU&NA,1/20/25,Red Deer County
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,11/27/24,Dead,Confirmed,H5N1,Fully Eurasian,1/20/25,Red Deer County
Ontario,American Black Duck,Anas rubripes,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Ontario,Northern Shoveler,Spatula clypeata,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Ontario,Northern Shoveler,Spatula clypeata,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Ontario,Redhead,Aythya Americana,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Ontario,Anatinae (Duck),Anatinae,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Ontario,Redhead,Aythya Americana,Avian,Waterfowl,11/27/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Chatham-Kent
Alberta,Trumpeter Swan,Cygnus buccinator,Avian,Waterfowl,11/27/24,Dead,Confirmed,H5N1,Reassortment EU&NA,1/20/25,Stettler County No. 6
British Columbia,Common Goldeneye,Bucephala clangula,Avian,Waterfowl,11/29/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Metro Vancouver A
British Columbia,Common Goldeneye,Bucephala clangula,Avian,Waterfowl,11/29/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Metro Vancouver A
British Columbia,White-Winged Scoter,Melanitta deglandi,Avian,Waterfowl,12/1/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Metro Vancouver A
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,12/2/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Fraser Valley E
British Columbia,Common Goldeneye,Bucephala clangula,Avian,Waterfowl,12/2/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Metro Vancouver A
British Columbia,Common Goldeneye,Bucephala clangula,Avian,Waterfowl,12/2/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Metro Vancouver A
Ontario,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,12/2/24,Dead,Confirmed,H5N1,Reassortment EU&NA,12/24/24,Chatham-Kent
British Columbia,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,12/3/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Fraser Valley E
British Columbia,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/4/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Burnaby
British Columbia,Glaucous-winged Gull,Larus glaucescens,Avian,Seabird,12/5/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Vancouver
Ontario,Tundra Swan,Cygnus columbianus,Avian,Waterfowl,12/6/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/6/25,Amherstburg
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,12/6/24,NA,Confirmed,H5N1,Reassortment EU&NA,6/25/25,Calgary
Newfoundland and Labrador,Great Black-Backed Gull,Larus marinus,Avian,Seabird,12/6/24,Dead,Confirmed,H5N5,Fully Eurasian,1/20/25,St. John's
British Columbia,Surf Scoter,Melanitta perspicillata,Avian,Waterfowl,12/6/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Metro Vancouver A
Newfoundland and Labrador,Great Black-Backed Gull,Larus marinus,Avian,Seabird,12/6/24,Dead,Confirmed,H5N5,Fully Eurasian,1/20/25,St. John's
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,12/7/24,Euthanized,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Saanich
Ontario,Tundra Swan,Cygnus columbianus,Avian,Waterfowl,12/8/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/6/25,St. Clair
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/9/24,Harvest,Confirmed,H5N1,Reassortment EU&NA,4/17/25,Amherstburg
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/9/24,Harvest,Confirmed,H5N1,Reassortment EU&NA,4/17/25,Amherstburg
British Columbia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,12/10/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,qathet C
Ontario,Peregrine Falcon,Falco peregrinus,Avian,Raptor,12/10/24,Dead,Confirmed,H5N1,Reassortment EU&NA,12/24/24,Chatham-Kent
Ontario,Tundra Swan,Cygnus columbianus,Avian,Waterfowl,12/10/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Kingsville
Nova Scotia,Iceland Gull,Larus glaucoides,Avian,Seabird,12/10/24,Dead,Confirmed,H5N5,Fully Eurasian,3/24/25,Halifax
Ontario,Lesser Scaup,Aythya affinis,Avian,Waterfowl,12/10/24,Dead,Confirmed,H5N1,Reassortment EU&NA,12/31/24,Leamington
Nova Scotia,Herring Gull,Larus argentatus,Avian,Seabird,12/10/24,Dead,Confirmed,H5N5,Fully Eurasian,3/24/25,Halifax
Nova Scotia,Great Black-Backed Gull,Larus marinus,Avian,Seabird,12/10/24,Dead,Confirmed,H5N5,Fully Eurasian,3/24/25,Halifax
Nova Scotia,Great Black-Backed Gull,Larus marinus,Avian,Seabird,12/10/24,Dead,Confirmed,H5N5,Fully Eurasian,3/24/25,Halifax
British Columbia,Glaucous-winged Gull,Larus glaucescens,Avian,Seabird,12/10/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Metro Vancouver A
Nova Scotia,Herring Gull,Larus argentatus,Avian,Seabird,12/10/24,Dead,Confirmed,H5N5,Fully Eurasian,3/24/25,Halifax
Nova Scotia,Great Black-Backed Gull,Larus marinus,Avian,Seabird,12/10/24,Dead,Confirmed,H5N5,Fully Eurasian,3/24/25,Halifax
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,12/10/24,Dead,Confirmed,H5N1,Reassortment EU&NA,6/25/25,Calgary
Nova Scotia,Great Black-Backed Gull,Larus marinus,Avian,Seabird,12/10/24,Dead,Confirmed,H5N5,Fully Eurasian,3/24/25,Halifax
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/11/24,Dead,Confirmed,H5N1,Fully Eurasian,12/31/24,Chatham-Kent
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,12/24/24,Chatham-Kent
Ontario,Common Goldeneye,Bucephala clangula,Avian,Waterfowl,12/11/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Sarnia
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,12/11/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Abbotsford
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,12/24/24,Chatham-Kent
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,12/24/24,Chatham-Kent
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Newfoundland and Labrador,Herring Gull,Larus argentatus,Avian,Seabird,12/11/24,Dead,Confirmed,H5N5 ,Fully Eurasian,1/25/25,St. John's
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,12/24/24,Chatham-Kent
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/11/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Amherstburg
Ontario,Mute swan,Cygnus olor,Avian,Waterfowl,12/12/24,Dead,Confirmed,H5N1,Fully Eurasian,2/24/25,Chatham-Kent
Ontario,Tundra Swan,Cygnus columbianus,Avian,Waterfowl,12/13/24,Dead,Confirmed,H5N1,Fully Eurasian,12/31/24,Chatham-Kent
Ontario,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/13/24,Dead,Confirmed,H5N1,Fully Eurasian,1/16/25,Chatham-Kent
Quebec,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,12/13/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Saint-Mathieu-de-Beloeil
British Columbia,Great Horned Owl,Bubo virginianus,Avian,Raptor,12/15/24,Dead,Confirmed,H5N1,Reassortment EU&NA,6/2/25,qathet C
British Columbia,White-Winged Scoter,Melanitta deglandi,Avian,Waterfowl,12/15/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/4/25,Surrey
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/16/24,Harvest,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Middlesex Centre
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/16/24,Harvest,Confirmed,H5N1,Reassortment EU&NA,3/6/25,Middlesex Centre
Ontario,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/16/24,Dead,Confirmed,H5N1,Fully Eurasian,1/16/25,Chatham-Kent
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/16/24,Harvest,Confirmed,H5N1,Reassortment EU&NA,4/17/25,Amherstburg
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,12/16/24,NA,Confirmed,H5N1,Reassortment EU&NA,6/25/25,Calgary
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/19/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/13/25,Sainte-Martine
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,12/20/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/6/25,Strathroy-Caradoc
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/20/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/11/25,Saint-Jean-sur-Richelieu
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/20/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/11/25,Saint-Jean-sur-Richelieu
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,12/20/24,Dead,Confirmed,H5N1,Fully Eurasian,3/6/25,Strathroy-Caradoc
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/20/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/11/25,Saint-Jean-sur-Richelieu
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/20/24,Dead,Confirmed,H5N1,Reassortment EU&NA,1/25/25,Saint-Jean-sur-Richelieu
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/20/24,Dead,Confirmed,H5N1,Reassortment EU&NA,1/25/25,Saint-Jean-sur-Richelieu
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/20/24,NA,Confirmed,H5N1,Reassortment EU&NA,3/6/25,London
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/20/24,NA,Confirmed,H5N1,Reassortment EU&NA,3/6/25,London
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,12/21/24,Dead,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Abbotsford
Ontario,Great Blue Heron,Ardea herodias,Avian,Other,12/21/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Middlesex Centre
Newfoundland and Labrador,Herring Gull,Larus argentatus,Avian,Seabird,12/22/24,Dead,Confirmed,H5N5 ,Fully Eurasian,1/25/25,St. John's
British Columbia,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/22/24,NA,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Delta
Ontario,Herring Gull,Larus argentatus,Avian,Seabird,12/23/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Windsor
Ontario,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,12/26/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/13/25,Chatham-Kent
Ontario,Bonaparte's Gull,Chroicocephalus philadelphia,Avian,Seabird,12/26/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Essex
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,12/27/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Clarington
Ontario,Herring Gull,Larus argentatus,Avian,Seabird,12/27/24,Harvest,Confirmed,H5N1,Reassortment EU&NA,4/17/25,Norfolk County
British Columbia,Trumpeter Swan,Cygnus buccinator,Avian,Waterfowl,12/27/24,Dead,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Kitimat-Stikine C (Part 1)
Ontario,Snowy Owl,Bubo scandiacus,Avian,Raptor,12/28/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Toronto
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/28/24,Harvest,Confirmed,H5N1,Reassortment EU&NA,4/17/25,Norfolk County
Ontario,American Black Duck,Anas rubripes,Avian,Waterfowl,12/29/24,Harvest,Confirmed,H5N1,Fully Eurasian,4/17/25,Norfolk County
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/30/24,Harvest,Confirmed,H5N1,Reassortment EU&NA,4/17/25,Norfolk County
Ontario,Snowy Owl,Bubo scandiacus,Avian,Raptor,12/30/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/13/25,Chatham-Kent
Ontario,Turkey Vulture,Cathartes aura,Avian,Raptor,12/30/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Central Elgin
Ontario,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,12/30/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Amherstburg
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,12/30/24,Dead,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Sunshine Coast A
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,12/31/24,Dead,Confirmed,H5N1,Reassortment EU&NA,2/13/25,South-West Oxford
Ontario,Herring Gull,Larus argentatus,Avian,Seabird,12/31/24,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Leamington
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,12/31/24,Live,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Perth South
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/1/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Alnwick/Haldimand
Ontario,Great Horned Owl,Bubo virginianus,Avian,Raptor,1/1/25,Dead,Confirmed,H5N1,Reassortment EU&NA,2/13/25,Chatham-Kent
Ontario,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,1/1/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Fort Erie
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,1/1/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/24/25,
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/2/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,London
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,1/3/25,Dead,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Juan de Fuca (Part 2)
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/3/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Hamilton
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/3/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Toronto
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/4/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Guelph/Eramosa
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/4/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Pickering
Ontario,Rough-Legged Hawk,Buteo lagopus,Avian,Raptor,1/4/25,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,London
